date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:28:44	325/325	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202017%2005:30:09%20GMT	http://math.iisc.ac.in/~nmi/downloads/Selected_Participants_%20List.pdf	./math.iisc.ac.in/_nmi/downloads/Selected_Participants_%20List.291.delayed	(from http://math.iisc.ac.in/~nmi/SBMEEWS.php)
10:28:45	17464/17464	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:09%20GMT	http://math.iisc.ac.in/~nmi/SBMEEWSdeadlines.php	./math.iisc.ac.in/_nmi/SBMEEWSdeadlines.html	(from http://math.iisc.ac.in/~nmi/SBMEEWS.php)
10:28:46	17492/17492	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:10%20GMT	http://math.iisc.ac.in/~nmi/SBMEEWSVenue.php	./math.iisc.ac.in/_nmi/SBMEEWSVenue.html	(from http://math.iisc.ac.in/~nmi/SBMEEWS.php)
10:28:48	18119/18119	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:11%20GMT	http://math.iisc.ac.in/~nmi/MBConfOrgCom.php	./math.iisc.ac.in/_nmi/MBConfOrgCom.html	(from http://math.iisc.ac.in/~nmi/MBConf.php)
10:28:49	19684/19684	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:13%20GMT	http://math.iisc.ac.in/~nmi/MBConfResourcePersons.php	./math.iisc.ac.in/_nmi/MBConfResourcePersons.html	(from http://math.iisc.ac.in/~nmi/MBConf.php)
10:28:50	1164584/1164584	---M--	200	added ('OK')	application/pdf	etag:%2217c0384-11c528-4d2ca7da47800%22	http://math.iisc.ac.in/~nmi/downloads/LTP_conf_abstract.pdf	./math.iisc.ac.in/_nmi/downloads/LTP_conf_abstract.pdf	(from http://math.iisc.ac.in/~nmi/LTPConf.php)
10:28:51	48856/48856	---M--	200	added ('OK')	application/pdf	etag:%2217c0393-bed8-4977adf008480%22	http://math.iisc.ac.in/~nmi/downloads/MPWS_Selected_Participants.pdf	./math.iisc.ac.in/_nmi/downloads/MPWS_Selected_Participants.pdf	(from http://math.iisc.ac.in/~nmi/MPWS.php)
10:28:52	17393/17393	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:16%20GMT	http://math.iisc.ac.in/~nmi/MBConfdeadlines.php	./math.iisc.ac.in/_nmi/MBConfdeadlines.html	(from http://math.iisc.ac.in/~nmi/MBConf.php)
10:28:53	17284/17284	---MC-	200	added ('OK')	text/html	date:Fri,%2020%20Jan%202017%2005:30:17%20GMT	http://math.iisc.ac.in/~nmi/MBConfVenue.php	./math.iisc.ac.in/_nmi/MBConfVenue.html	(from http://math.iisc.ac.in/~nmi/MBConf.php)
10:29:01	46507/46507	---M--	200	added ('OK')	application/pdf	etag:%2217c0395-b5ab-4a783de998500%22	http://math.iisc.ac.in/~nmi/downloads/Mini_Programme_Schedule.pdf	./math.iisc.ac.in/_nmi/downloads/Mini_Programme_Schedule.pdf	(from http://math.iisc.ac.in/~nmi/MiniSymp.php)
